1132208,笠幡,11322,JR川越線
1132209,武蔵高萩,11322,JR川越線
1132210,高麗川,11322,JR川越線
1132301,上野,11323,JR高崎線
1132302,尾久,11323,JR高崎線
1132303,赤羽,11323,JR高崎線
1132304,浦和,11323,JR高崎線
1132305,さいたま新都心,11323,JR高崎線
1132306,大宮,11323,JR高崎線
1132307,宮原,11323,JR高崎線
1132308,上尾,11323,JR高崎線
1132309,北上尾,11323,JR高崎線
1132310,桶川,11323,JR高崎線
1132311,北本,11323,JR高崎線
1132312,鴻巣,11323,JR高崎線
1132313,北鴻巣,11323,JR高崎線
1132314,吹上,11323,JR高崎線
1132315,行田,11323,JR高崎線
1132316,熊谷,11323,JR高崎線
1132317,籠原,11323,JR高崎線
1132318,深谷,11323,JR高崎線
1132319,岡部,11323,JR高崎線
1132320,本庄,11323,JR高崎線
1132321,神保原,11323,JR高崎線
1132322,新町,11323,JR高崎線
1132323,倉賀野,11323,JR高崎線
1132324,高崎,11323,JR高崎線
1132401,千葉,11324,JR外房線
1132402,本千葉,11324,JR外房線
1132403,蘇我,11324,JR外房線
1132404,鎌取,11324,JR外房線
1132405,誉田,11324,JR外房線
1132406,土気,11324,JR外房線
1132407,大網,11324,JR外房線
1132408,永田,11324,JR外房線
1132409,本納,11324,JR外房線
1132410,新茂原,11324,JR外房線
1132411,茂原,11324,JR外房線
1132412,八積,11324,JR外房線
1132413,上総一ノ宮,11324,JR外房線
1132414,東浪見,11324,JR外房線
1132415,太東,11324,JR外房線
1132416,長者町,11324,JR外房線
1132417,三門,11324,JR外房線
1132418,大原,11324,JR外房線
1132419,浪花,11324,JR外房線
1132420,御宿,11324,JR外房線
1132421,勝浦,11324,JR外房線
1132422,鵜原,11324,JR外房線
1132423,上総興津,11324,JR外房線
1132424,行川アイランド,11324,JR外房線
1132425,安房小湊,11324,JR外房線
1132426,安房天津,11324,JR外房線
1132427,安房鴨川,11324,JR外房線
1132501,千葉,11325,JR内房線
1132502,本千葉,11325,JR内房線
1132503,蘇我,11325,JR内房線
1132504,浜野,11325,JR内房線
1132505,八幡宿,11325,JR内房線
1132506,五井,11325,JR内房線
1132507,姉ケ崎,11325,JR内房線
1132508,長浦,11325,JR内房線
1132509,袖ケ浦,11325,JR内房線
1132510,巌根,11325,JR内房線
1132511,木更津,11325,JR内房線
1132512,君津,11325,JR内房線
1132513,青堀,11325,JR内房線
1132514,大貫,11325,JR内房線
1132515,佐貫町,11325,JR内房線
1132516,上総湊,11325,JR内房線
1132517,竹岡,11325,JR内房線
1132518,浜金谷,11325,JR内房線
1132519,保田,11325,JR内房線
1132520,安房勝山,11325,JR内房線
1132521,岩井,11325,JR内房線
1132522,富浦,11325,JR内房線
1132523,那古船形,11325,JR内房線
1132524,館山,11325,JR内房線
1132525,九重,11325,JR内房線
1132526,千倉,11325,JR内房線
1132527,千歳,11325,JR内房線
1132528,南三原,11325,JR内房線
1132529,和田浦,11325,JR内房線
1132530,江見,11325,JR内房線
1132531,太海,11325,JR内房線
1132532,安房鴨川,11325,JR内房線
1132601,東京,11326,JR京葉線
1132602,八丁堀,11326,JR京葉線
1132603,越中島,11326,JR京葉線
1132604,潮見,11326,JR京葉線
1132605,新木場,11326,JR京葉線
1132606,葛西臨海公園,11326,JR京葉線
1132607,舞浜,11326,JR京葉線
1132608,新浦安,11326,JR京葉線
1132609,市川塩浜,11326,JR京葉線
1132610,西船橋,11326,JR京葉線
1132611,二俣新町,11326,JR京葉線
1132612,南船橋,11326,JR京葉線
1132613,新習志野,11326,JR京葉線
1132614,海浜幕張,11326,JR京葉線
